Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Continent
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,157319051228.0,158550649387.0,162276885100.0,181110123775.0,207928170527.0,231441256707.0,258961623499.0,281428064741.0,310918325049.0,358520931890.0,412911499095.0,458861299357.0,570488659290.0,751994474884.0,867697064526.0,949601251437.0,1044586002623.0,1244835424362.0,1572466264984.0,1707937978688.0,1847683906919.0,2035238690120.0,1993801305393.0,2122245718332.0,2270398820972.0,2394790644030.0,3129485037095.0,3674655679102.0,4417683853665.0,4601033436533.0,4803290180332.0,5427202639061.0,5932829360032.0,6636847751413.0,7425405636884.0,8434543754118.0,8130483838053.0,7772693781558.0,6955954583770.0,7773840546154.0,8412453304524.0,7826463883840.0,7956172633990.0,8753448863353.0,9819681145695.0,10482706260279.0,11119747675836.0,12437519828886.0,14343483215174.0,14764315682394.0,17239317220822.0,19978722203921.0,21382308600766.0,21659293723344.0,22372206647098.0,22299105656920.0,23089672188769.0,24656162308335.0,26853593303707.0,27427259967363.0,27578839610232.0,31675719814405.0,31266291368261.0,31417826880875.0,32017179839273.0,Oceania
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,235133242045.0,260714658022.0,296012494755.0,354156720159.0,341086296065.0,328451120557.0,339235852061.0,265716719680.0,373845229871.0,395413043256.0,420614588838.0,421386465146.0,384488217104.0,391259402609.0,335649212545.0,390532064569.0,498092410580.0,641341376417.0,798897294909.0,929637643373.0,1171542215921.0,1402429749896.0,1169814065612.0,1385078523368.0,1574244960286.0,1658983451713.0,1808692800316.0,1735229369226.0,1510474002479.0,1450171284449.0,1499595960769.0,1477488205994.0,1508679974755.0,1446077189728.0,1680958734569.0,1820242864725.0,2143244215113.0,2451180144505.0,Europe
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,426666341076.0,469524853749.0,513405546289.0,561372802906.0,620449239017.0,676603823142.0,731699507285.0,777321336439.0,818734190049.0,907972467404.0,1020812176391.0,1152050722008.0,1381315333741.0,1757146541396.0,1985792691040.0,2319533111919.0,2411368600961.0,2728001349944.0,3344297397044.0,4077590131182.0,4609261411539.0,4105756738593.0,3957248458691.0,3837932762271.0,3689517973068.0,3817565719212.0,5207541274400.0,6431748582276.0,7161818798652.0,7257702653000.0,8870877140631.0,9137253599155.0,9787841972925.0,8995004729127.0,9408650267543.0,10942224071349.0,11170753659603.0,10606870959653.0,10802596787885.0,10693108477806.0,10084357140369.0,10189029938417.0,11156577456680.0,13567083586399.0,15814841560657.0,16835012218380.0,18236819891061.0,21308302318716.0,23453627549028.0,20648444471712.0,21118677014368.0,23432000301408.0,22560574822090.0,23574066317473.0,23920533649825.0,20603435735280.0,20528432079127.0,21791487069282.0,23342642668393.0,23067540030249.0,22322527185687.0,25572901699927.0,25798700454391.0,27732942821914.0,29291828957769.0,Europe
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464937.0,1753850955.0,1518207703.0,1824343871.0,2244146103.0,2387047396.0,2429308639.0,2553595172.0,2582179864.0,3112165727.0,2862503139.0,2754219271.0,3185986087.0,3891754150.0,6599257044.0,7731674472.0,9091921030.0,11026342618.0,11922497876.0,14175160902.0,17881508242.0,21810759354.0,19929846396.0,17152477037.0,16912509092.0,17149088413.0,15314138472.0,13945426859.0,13051881851.0,13890823705.0,15239272612.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,17539454727.0,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478961000.0,107595830000.0,95865473000.0,107179074000.0,116133121000.0,121147057000.0,124676074700.0,South America
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4206270352.0,4494575611.0,4035462027.0,4187146232.0,4709245762.0,4948667540.0,5278005612.0,5605484299.0,5932242991.0,6524455206.0,8042200452.0,8609283346.0,9299638056.0,10098534613.0,9228963225.0,11632178869.0,13315988083.0,14400806876.0,14811704063.0,18020571429.0,21669908176.0,22136081081.0,27655172414.0,30966239814.0,33971188992.0,39053502251.0,41253507951.0,40455616654.0,34980124929.0,39756299050.0,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,96684636119.0,85146067416.0,80288461538.0,78782467532.0,89660339660.0,107426086957.0,130437828371.0,162818181818.0,189147005445.0,218983666062.0,235989672978.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,248362771739.0,262588632527.0,318678815490.0,383817841547.0,424671765456.0,476747720365.0,395926075163.0,389059911004.0,Africa
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,251618036413.0,280078203910.0,309694923224.0,340786490150.0,377598986539.0,412774576472.0,446517615236.0,474428505594.0,509988879946.0,569734708022.0,645500835843.0,731657047532.0,883626753919.0,1146929346321.0,1300640475271.0,1507769269989.0,1573201555133.0,1790121849729.0,2191877722238.0,2655412251167.0,2973694924194.0,2583763815178.0,2500976094855.0,2440096224415.0,2341108054746.0,2404986753296.0,3377295853623.0,4177529771752.0,4594903614804.0,4693107413340.0,5905615266812.0,6127707302713.0,6750506224912.0,6180487033219.0,6531158637826.0,7540043718350.0,7629501026056.0,6977670410602.0,7174357611625.0,7148860255013.0,6528628817963.0,6631899417554.0,7241862819846.0,8921228124668.0,10231007049212.0,10611825457676.0,11288300255552.0,13000311540976.0,14295718485783.0,13083077526586.0,12784744616371.0,13808563263633.0,12784947379631.0,13357283141903.0,13682058707498.0,11829834353286.0,12123283574467.0,12841960349281.0,13871778197584.0,13589774677631.0,13267554461614.0,14924551716260.0,14488160081807.0,15854782417877.0,16485444160371.0,Europe
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745523116.9,688918537.1,706370815.6,752371688.7,729321680.2,870248267.6,1109054005.0,1098424686.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,1589515447.0,2065001626.0,,,,,,,,,,,,,,Africa
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12424514014.0,14238126760.0,16609632791.0,19631714760.0,21966876027.0,25479619607.0,29559436183.0,32570905397.0,32394326464.0,37090689288.0,40963715237.0,46586119760.0,59090176029.0,78583355226.0,97204522642.0,114695060870.0,118422534195.0,132354665936.0,160484969618.0,214448666336.0,232600556974.0,202663023968.0,195856752991.0,170829074246.0,171979977230.0,180664322896.0,251141555186.0,318520253335.0,375891716898.0,414460794097.0,536175326477.0,576753902322.0,630465353486.0,524700572624.0,530183651720.0,614170002669.0,642251412058.0,589739772727.0,618731484575.0,634394904387.0,598102854756.0,627798682379.0,708938227244.0,907963217058.0,1069829382515.0,1154667551776.0,1261846683275.0,1476746276855.0,1636115447613.0,1496587590848.0,1427989078917.0,1487568659241.0,1330994811670.0,1362186923158.0,1380244561362.0,1206164777553.0,1243015667917.0,1321754088819.0,1431642809327.0,1403496387686.0,1289783836971.0,1461244901853.0,1448850658407.0,1619481980720.0,1725671652742.0,Europe
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682.0,4123011420.0,4502970889.0,4786018988.0,5154420649.0,5674080543.0,5756912266.0,5686579748.0,6250218423.0,7370119619.0,9876595528.0,12148595031.0,14109491357.0,17025671810.0,22450264166.0,24342935404.0,19633984440.0,19524355419.0,23303915795.0,23237406116.0,25451032781.0,27055689003.0,23311847751.0,24561027788.0,27469461919.0,31222632741.0,31873748770.0,31820771494.0,37201101171.0,38226641740.0,41470344395.0,43130419829.0,Europe
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1610511694.0,1680859514.0,1747566307.0,1825058828.0,1984129186.0,2159998591.0,2324466416.0,2461762003.0,2619948865.0,2768987372.0,3045354455.0,3224280835.0,3520252938.0,4070570550.0,4577209966.0,4577047854.0,4943806093.0,5651840585.0,6014961435.0,6586048398.0,7012585454.0,7507663567.0,7899988841.0,8781664427.0,8298309581.0,9717392687.0,10094328898.0,10790001558.0,11181119718.0,11762932007.0,12478943895.0,13799799324.0,10754799037.0,9051043870.0,7100806754.0,7855205207.0,8761215548.0,8803539988.0,8013274132.0,7892973532.0,8242349618.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648276605.0,55612228234.0,62103418182.0,68475871210.0,76366081767.0,83337901072.0,91834517113.0,98676811061.0,109070960372.0,123140304666.0,135874093202.0,149740297953.0,Africa
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,285151593518.0,316957315284.0,350242479711.0,384746828593.0,426774574129.0,467012617277.0,505529224628.0,538186984639.0,577537349544.0,644490038738.0,728936354559.0,823997564741.0,993807576357.0,1285760453750.0,1455564730991.0,1694691860215.0,1775046705220.0,2011021369358.0,2449229543718.0,2960086312678.0,3311398072837.0,2890050505826.0,2787868117631.0,2710862889681.0,2612656839102.0,2686730457064.0,3753266239108.0,4639614022608.0,5094084472960.0,5202884439939.0,6505695339260.0,6727631751634.0,7389295673878.0,6750807644414.0,7157908667158.0,8298352822404.0,8433614719070.0,7735885029565.0,7970103042535.0,7936107808461.0,7288481048952.0,7407615944962.0,8100430284894.0,9956860723578.0,11449101966447.0,11954349375612.0,12768357074578.0,14789471689508.0,16364455236167.0,14844813523140.0,14641773544951.0,15874713437636.0,14731876146121.0,15398507628839.0,15763596442223.0,13656252620703.0,13988147697217.0,14871313684626.0,16092403309152.0,15809073096211.0,15504055464107.0,17495226733585.0,17023612496380.0,18659133072075.0,19497115588444.0,Europe
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,34029503593.0,35534363197.0,39268957405.0,44880094682.0,40614223625.0,44620716060.0,47607568997.0,46953517459.0,51877513130.0,58222824529.0,69337148734.0,71407461835.0,82669328911.0,102251839629.0,153919142856.0,168821163379.0,200509609304.0,221370987598.0,242767598948.0,305997104050.0,388229877017.0,510372306576.0,486768808046.0,420187399132.0,378000797275.0,384377742171.0,354355843392.0,356312604369.0,387019746763.0,383035643114.0,546007306640.0,386413970742.0,344196008916.0,350711816130.0,352567008669.0,430901808099.0,465760648426.0,521200354330.0,535179642435.0,399400020822.0,466929248692.0,457048079382.0,446089285308.0,469847559925.0,595876444368.0,756354101431.0,947253259628.0,1160668758511.0,1484312853576.0,1342615105226.0,1596645964257.0,1665506572724.0,1855874824710.0,1825595058878.0,1787605499773.0,1481660318788.0,1358130757341.0,1443031828638.0,1556210403399.0,1811454247631.0,1610227321244.0,1740335947473.0,1918272363969.0,1778723185468.0,1652895518698.0,Global
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5279481824.0,5984433774.0,6407796043.0,6958916548.0,7848987793.0,8680393839.0,9306142172.0,9468272357.0,8916565041.0,10177524839.0,11358529162.0,12528522307.0,14744499570.0,19474098335.0,24851036710.0,29475251333.0,31852352670.0,33502784418.0,36259392058.0,44469218440.0,53649984061.0,52440066134.0,52784013815.0,50956447481.0,52870993273.0,55856676899.0,73511611541.0,91564993913.0,109039090263.0,118991270611.0,141446120355.0,127794441994.0,112537828511.0,89112105756.0,103182697780.0,134060457516.0,131991975149.0,126862902302.0,133990876725.0,135234241918.0,125967821111.0,129519672869.0,140360963812.0,171612867736.0,197458297640.0,204859368791.0,217044068234.0,256360251538.0,285698662071.0,253480783439.0,249429613683.0,275126915516.0,257443384493.0,270268036626.0,273478528955.0,233210733506.0,238777818793.0,253846138440.0,273869255596.0,267014821129.0,270000311606.0,294223210496.0,280253099309.0,295021982463.0,298696961298.0,Europe
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460.0,1202618816.0,1235626771.0,1194059943.0,1123085190.0,1178000678.0,1141168944.0,1290267340.0,1177947965.0,1110009523.0,1182660266.0,1337017559.0,1383883250.0,1532411039.0,1636101247.0,1825732093.0,1970301486.0,2128696644.0,2090221137.0,1653146717.0,1936459986.0,1678219508.0,1652462023.0,1833279985.0,2300492465.0,2708078477.0,2980403845.0,3076305453.0,3378314600.0,3523185920.0,2870624636.0,3140166713.0,3779411899.0,3972028104.0,4189967999.0,4857104769.0,4682479894.0,4930213644.0,5353469174.0,5581425327.0,5344907153.0,4227719873.0,4158873156.0,4977861886.0,5476673518.0,5968125909.0,Oceania
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,61959085885.0,67158050215.0,75196980365.0,84227606650.0,93424179943.0,100927668584.0,109306730313.0,118088635381.0,128710572572.0,140660914841.0,147312861698.0,164694210962.0,201738881664.0,261970536240.0,282739225314.0,357324307786.0,368363152144.0,406401711688.0,501724418605.0,608218624730.0,694529183483.0,609184791792.0,578152310610.0,553356312936.0,525033325828.0,547220981165.0,764946585851.0,926320855615.0,1010827662152.0,1016742237302.0,1257649439827.0,1258961748634.0,1389663073110.0,1314383368080.0,1385822778828.0,1595219345512.0,1598889216566.0,1449392222971.0,1496906382032.0,1486915879702.0,1360959069477.0,1370376677299.0,1492427756382.0,1835095983049.0,2109792297237.0,2192146403028.0,2317861544691.0,2655816911867.0,2926802941586.0,2700075882519.0,2646230027988.0,2870408553990.0,2683007095787.0,2816077607875.0,2861236112552.0,2442483452643.0,2470407619777.0,2588868323335.0,2781576320884.0,2722793515172.0,2647926055110.0,2966433692008.0,2794788137067.0,3056250648138.0,3160442622465.0,Europe
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.8,161236465.8,196771070.9,227404436.0,270470345.4,347798304.6,397833034.9,448568492.7,493014300.0,456244919.0,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235.0,1127684827.0,1067109531.0,1160268212.0,1275093689.0,1501941581.0,1724770771.0,1759739599.0,2017680835.0,2339015313.0,2489873250.0,2296065170.0,2331796784.0,2505740669.0,2427200389.0,2690110521.0,2914012679.0,2573905971.0,2813278869.0,2980057378.0,3188600927.0,3266432734.0,3271813312.0,3699551717.0,3615241801.0,3943131022.0,4052937170.0,Europe
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19885926.0,21783158.0,25100928.0,34821467.0,46095175.0,46119184.0,46813193.0,47305560.0,53656834.0,60270778.0,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,219930003.4,216545996.9,204397167.5,216520601.1,217198869.1,229616847.6,236387710.8,237654335.8,240949861.1,235538109.2,245905050.8,248583534.8,252011254.2,258124736.3,274654606.9,290638857.1,306799375.5,322838077.6,312808581.7,313994034.0,310175057.8,325000000.0,359000000.0,392000000.0,394000000.0,372902700.0,391601900.0,415956900.0,441469400.0,471425099.5,Oceania
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.8,167637907.1,182796536.3,154480244.1,215679855.3,226474285.8,245849781.3,271543680.0,294468564.2,318124701.5,323802475.5,381687072.6,430508358.5,722780701.3,1544216002.0,2157592940.0,3009409974.0,2809349069.0,2389479272.0,3030251120.0,4279637942.0,3862269121.0,3618007841.0,3391275732.0,3561451561.0,3339914757.0,3403638189.0,3281797043.0,3834503376.0,4186411464.0,5952293765.0,5402919785.0,5592390827.0,4378645081.0,4190819344.0,4958845648.0,5694040003.0,5326817115.0,4483417310.0,4662992036.0,5080483629.0,5023265413.0,5335451100.0,6511903365.0,7770219008.0,9582783991.0,10327598306.0,12455409587.0,15571348344.0,12113699068.0,14372593020.0,18210307744.0,17170464016.0,17595744798.0,18203966896.0,14383107763.0,14023890265.0,14929487485.0,16867326402.0,16874405465.0,15342236164.0,19444935097.0,20440655695.0,19388372071.0,20895684426.0,Africa
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.0,77741965703.0,81247564157.0,86561961812.0,94407558351.0,101824755079.0,108572752102.0,113116888211.0,107759910068.0,116464702803.0,130671946244.0,148113896325.0,169965034965.0,192537971583.0,206131369799.0,241756637168.0,232614555256.0,263066457352.0,335883029722.0,438994070309.0,564947710899.0,540765675241.0,515048916841.0,489618008186.0,461487097632.0,489285164271.0,601452653181.0,745162608269.0,910122732124.0,926884816754.0,1093169389205.0,1142797178131.0,1179659529660.0,1061388722256.0,1140489745944.0,1349094208616.0,1425287051482.0,1569317288802.0,1660821464061.0,1693458987219.0,1671597821153.0,1656171009069.0,1790536570743.0,2061227755102.0,2429774807763.0,2551361818182.0,2719558417663.0,3104699879952.0,2945251838235.0,2429358155476.0,2496740681057.0,2675590034129.0,2719715961540.0,2796908333283.0,3085362169410.0,2945579890258.0,2706807606539.0,2699118387873.0,2897028009916.0,2875710080015.0,2724001478305.0,3194559188926.0,3181244350465.0,3420796653789.0,3686033044482.0,Europe
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321981334.0,8833588173.0,8902632715.0,7735927264.0,6324503311.0,3690328964.0,2701181331.0,2513867645.0,2693732612.0,3094936177.0,3510520231.0,3613497317.0,2800025883.0,3057475335.0,3219462262.0,3395766678.0,3991377904.0,5125365192.0,6410912050.0,7745250734.0,10172931089.0,12795145131.0,10766920066.0,12426907967.0,15475290469.0,16894392033.0,17517660144.0,17966015109.0,15223796149.0,15444548902.0,16473125375.0,17902544881.0,17638337117.0,16010869216.0,18853115589.0,24984568960.0,30777833601.0,34189423545.0,Asia
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095.0,1302674325.0,1382515654.0,1540797589.0,1731296200.0,2053462968.0,2126300672.0,1747187645.0,1666909518.0,1962050556.0,2215028588.0,2417108578.0,2112293280.0,3006766758.0,2894409938.0,2810106383.0,2765254237.0,3189428571.0,3662478185.0,4020227920.0,4445228216.0,4222441860.0,4035994398.0,4057275132.0,4412279843.0,4504306723.0,5735677434.0,5074829932.0,5197765032.0,5251858440.0,5889106573.0,6603185268.0,6416103926.0,5968922939.0,5446383727.0,6464382808.0,6932991739.0,6891443192.0,7482069162.0,7718109982.0,4982850662.0,5314872854.0,6166197848.0,7632723556.0,8881417907.0,10744568381.0,20885037597.0,24827339138.0,28679383241.0,26048720006.0,32197655567.0,39336668081.0,41271701061.0,62845721960.0,54678533806.0,49436806230.0,56144179398.0,60385409435.0,67259353966.0,68352629246.0,70008243860.0,79514204730.0,73919003210.0,80547146878.0,82308110386.0,Africa
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,3220224608.0,3594302908.0,4203069035.0,5152080388.0,5691417541.0,6102769605.0,6762781871.0,6914381291.0,8087305999.0,8877094497.0,9746524915.0,9646440667.0,11926032493.0,15129893722.0,18421497251.0,22787644566.0,2909130355.0,2976714019.0,3476480303.0,3546079263.0,3888320666.0,4396178694.0,4789220417.0,4781166117.0,4932800407.0,5385704166.0,5641243100.0,5516916163.0,5232118046.0,5046806783.0,4367458867.0,4125527603.0,4301608753.0,5025167975.0,5300767961.0,4282468637.0,4220019845.0,6281918226.0,6964179983.0,6716905340.0,6853467146.0,6785137203.0,7638044557.0,8376613539.0,8778473373.0,8794201743.0,8595955222.0,10324668271.0,11857030367.0,13442861496.0,14088693743.0,17069115738.0,19910452542.0,22407615556.0,25008678293.0,Africa
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212081.35,46695006.96,41160065.86,45168072.27,52296083.67,55728663.22,59160569.48,75187749.1,95796021.69,115179719.1,112190829.5,138093099.1,171833086.0,207112627.7,241083090.3,218767743.5,216050552.3,213448584.9,177340880.1,225726358.9,185646986.8,220626484.2,266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685.0,961900651.4,1027701068.0,1054112488.0,1279703047.0,1561766956.0,1450142509.0,1543294927.0,1409693597.0,1415004738.0,1375609453.0,1229461721.0,1378176609.0,1484578886.0,1504909463.0,1670671328.0,1813609692.0,1812170891.0,2014158842.0,2204734528.0,2382262185.0,2404888749.0,Africa
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,204670550.8,204167296.9,227986203.3,232331281.4,256769730.3,283311996.8,292152321.5,298871674.9,318876550.4,308143183.3,287648258.3,402230865.2,430284021.9,425225176.8,359980490.7,373959151.1,338524232.6,451893375.0,427514321.5,554072302.8,634187269.2,668470890.8,588309271.3,615779518.8,612502084.8,660195402.0,702965147.6,698107222.4,591034143.4,579365780.1,391345597.5,412610871.5,466773711.2,553614800.1,582169841.3,639776040.7,634781901.3,753162998.0,952667544.0,890167833.4,940112538.9,1157074319.0,1049412177.0,1109682824.0,1135250721.0,1152384167.0,1245074264.0,1469978606.0,1554133594.0,1596227316.0,1705057581.0,1908094558.0,1859601384.0,2127688181.0,2218393805.0,Africa
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,37253333.33,44266666.67,51915000.0,64748333.33,69110000.0,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16314443436.0,21357343669.0,22388344144.0,21948834284.0,21765453082.0,13185496881.0,11240808848.0,12200913879.0,13097012134.0,11364133550.0,9893816008.0,12215878033.0,13687643436.0,12337550584.0,12765777677.0,Africa
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4274890307.0,4892397431.0,5140542929.0,5813285627.0,6576906345.0,7582209670.0,8472021467.0,9146592856.0,9950331206.0,11454106327.0,12957113636.0,14388806818.0,16650659091.0,22037019563.0,24998715909.0,28129128587.0,30719552239.0,35673080481.0,43654480519.0,53724121435.0,56039256595.0,51618456335.0,53858346939.0,48741397059.0,47352146312.0,47155741426.0,55595445472.0,64739630096.0,75200610137.0,78067933277.0,96529587274.0,103680863713.0,114608178405.0,107295704518.0,114980063202.0,134974613914.0,142502984145.0,138766067640.0,139612812176.0,137131371955.0,125760166225.0,132050474720.0,150253800086.0,196930509813.0,234979615898.0,242315668619.0,269073415334.0,314226996944.0,351121399546.0,326829054686.0,296417644404.0,283228079776.0,238841140018.0,236556279641.0,233911581521.0,194567373678.0,193097239006.0,200381103984.0,213298873494.0,207305649887.0,191362985555.0,218303801895.0,217990189601.0,242946187738.0,256238371778.0,Europe
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457.0,115651918.9,125435590.0,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763.0,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037.0,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741.0,1125685185.0,1166514815.0,1213485185.0,1043411111.0,1122222222.0,1224007407.0,1336418519.0,1371918519.0,North America
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88466738.25,106101297.8,140153748.2,169918948.6,211190630.3,240779417.8,282269749.2,355987433.4,420645821.5,476051740.8,435748993.4,402403041.0,416184071.0,379371901.5,412876382.8,603016292.7,787390409.0,898607670.6,929799902.2,1018977280.0,1016500069.0,1037916163.0,927214151.8,1005887539.0,1208953287.0,1197515569.0,1072154434.0,1149858070.0,1131555107.0,1068025016.0,1086170704.0,1169136716.0,1558759823.0,1822499769.0,1849802648.0,2013106930.0,2249811296.0,2499092314.0,2529963903.0,2503167187.0,2684461375.0,2609678486.0,2684946990.0,2842065708.0,2499113023.0,2707139544.0,2851613679.0,3055782146.0,2997309972.0,3089625554.0,3293578468.0,3152334772.0,3326543974.0,,North America
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652087.0,7231963516.0,7084399840.0,7841602824.0,8410724361.0,7650196845.0,9406135143.0,10440781588.0,11400017301.0,12983233311.0,14655404433.0,15674835615.0,17790026222.0,19395491993.0,18318412251.0,19288929030.0,18405220247.0,20444205991.0,21576351799.0,23577298095.0,26783389294.0,29744246827.0,33567850824.0,38503720224.0,37126148265.0,40676578423.0,46876006272.0,49593929487.0,52996420177.0,57852159008.0,62186066548.0,66053408206.0,71653780740.0,73328356008.0,77172331693.0,77719468248.0,86455522273.0,95641446501.0,104368755055.0,113199581158.0,North America
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,,Oceania
