Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Continent
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.75,12483302.13,12541635.31,12833301.25,13416633.13,13593932.32,14469078.18,16742338.25,14600000.0,15850000.0,16300000.0,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037.0,263755555.6,295159259.3,313485185.2,333944444.4,374641308.0,383257331.4,406595484.4,421695769.8,458643829.0,481077373.7,469869869.9,506900000.0,547203703.7,644414814.8,689285185.2,777692592.6,774274074.1,778718518.5,836092592.6,824585185.2,874548148.1,952111111.1,957222222.2,1006818519.0,1056977778.0,1076548148.0,1107855556.0,883922222.2,858622222.2,981429629.6,1055651852.0,1122388889.0,North America
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3973069307.0,2427244761.0,2826923077.0,4007692308.0,3476789682.0,3141131708.0,3957064541.0,4895076718.0,6167109472.0,7743940189.0,9085001794.0,10005257131.0,10990490570.0,14067523813.0,19860929977.0,22126033058.0,30371074380.0,39064462810.0,52824793388.0,68083884298.0,66547970351.0,74287368087.0,79921300447.0,89621208322.0,99749645089.0,103764281281.0,119965960795.0,152240393646.0,205477530605.0,254236243100.0,292064221389.0,340851946804.0,366921291825.0,405705302846.0,479181794217.0,586286469401.0,631196863758.0,589202526424.0,397297216492.0,515697079289.0,597487173479.0,567564806235.0,650014391470.0,728516494684.0,823251107639.0,971740329984.0,1095175538508.0,1220911904593.0,1091580692542.0,983065242417.0,1192830015738.0,1307103477219.0,1335343586438.0,1434669686502.0,1556252422020.0,1539212301136.0,1579150518945.0,1710196756713.0,1824251454307.0,1751045752055.0,1744070276373.0,1942313560966.0,1799363116867.0,1844800934392.0,1875388209407.0,Asia
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,1828107503.0,1900895857.0,2071668533.0,2097199161.0,2391199044.0,2441599023.0,2662798935.0,2769198892.0,2873638851.0,3880392195.0,4450537925.0,5408804607.0,13006948296.0,12022811621.0,13132252802.0,14137406741.0,15503557496.0,24749063922.0,28638868356.0,25058020338.0,21577153356.0,20871081080.0,21700082753.0,21445970614.0,17903989745.0,22368704134.0,20690322153.0,24313855653.0,18427777778.0,11009993703.0,19858555215.0,23941391391.0,24848483838.0,27186980647.0,31492373309.0,30350190704.0,25943705784.0,30122365849.0,37718743480.0,34889559870.0,38135788414.0,47874582232.0,59439090601.0,80798630137.0,101557330723.0,114634043362.0,147379737230.0,105968691905.0,115416245242.0,154039231246.0,174047662680.0,174168116535.0,162650450685.0,114585555689.0,109406674125.0,120687539806.0,138646316351.0,140856394861.0,111045470606.0,148350671489.0,183502046694.0,165384407116.0,160227273053.0,Asia
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,61872048054.0,68537433096.0,70838147780.0,77852261014.0,89267114390.0,96773648115.0,106986475925.0,108802555632.0,117081886866.0,131183741662.0,142596746424.0,157896952881.0,179590440280.0,240395906943.0,316078118355.0,340736015746.0,370757722088.0,401970427033.0,487096670578.0,535635409511.0,647344663393.0,743688523743.0,685784573010.0,591639891642.0,634821634927.0,624540105213.0,632751590898.0,693500475375.0,754391335526.0,857638656284.0,956359343657.0,1022303377944.0,1109655778654.0,1337901710683.0,1581889193913.0,1685606822996.0,1840978422403.0,2009116477242.0,2024915541482.0,1795962372594.0,1986485863896.0,1935500709592.0,1740548664257.0,1776708359687.0,2025108884606.0,2450494745878.0,2858411217888.0,3374742715850.0,3900603654603.0,3612494780540.0,4518755264794.0,5277645172888.0,5250558584752.0,5385615104390.0,5405172001075.0,4578739613723.0,4438833899169.0,4960873741745.0,4816735877470.0,4748616176253.0,3991303751042.0,4637976019252.0,5336050967303.0,6014673692976.0,6168787362595.0,South America
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142856.0,2366666616.0,1776842097.0,1087273104.0,598961269.3,714046821.1,865559879.4,1028087972.0,1127806945.0,1327748690.0,1543606345.0,1763536305.0,1873671550.0,1747011857.0,1280177839.0,1454430642.0,1731198022.0,1768619058.0,1758176653.0,2023324407.0,2366398120.0,2735558735.0,3455030061.0,4223152739.0,5446433157.0,5836137330.0,7131771015.0,8750104617.0,10192846339.0,11983252627.0,13279245886.0,14426380126.0,15912501723.0,17071155481.0,18141641090.0,18740561513.0,18981805250.0,18827148531.0,15468785204.0,15843155731.0,16502933121.0,Asia
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068.0,2717998688.0,2838485354.0,4690415093.0,5843579161.0,7941744492.0,9599127050.0,11718795529.0,13690217334.0,15751867489.0,17247179006.0,17391056369.0,17260364842.0,17649751244.0,19152238806.0,20082918740.0,21159827992.0,21497336499.0,22022709851.0,24827355015.0,29118916105.0,35399582929.0,38443907042.0,39927125962.0,44016799516.0,46880103081.0,48095213747.0,49929337837.0,51147308774.0,53027680686.0,54901519156.0,51605959131.0,31712128254.0,23131941557.0,20992421949.0,20078620357.0,,Asia
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600.0,183920900.0,191861800.0,200229600.0,218929100.0,229260800.0,244459500.0,261024300.0,276820700.0,306961800.0,323099700.0,341543100.0,368098000.0,386968300.0,486955000.0,577549300.0,596675700.0,673010600.0,717240400.0,814067900.0,854711500.0,846514500.0,863933200.0,823374900.0,848478300.0,851296100.0,840964400.0,972800000.0,1038300000.0,786300000.0,384400000.0,348000000.0,223500000.0,160400000.0,132200000.0,134800000.0,159400000.0,295900000.0,359600000.0,441800000.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0,4390000000.0,4779300900.0,Africa
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,401644248.9,443905612.0,619725784.9,892327910.7,1341395421.0,1804979680.0,2312438536.0,2726986913.0,3850623095.0,4380987481.0,4601649451.0,5260185125.0,6299395544.0,8625889430.0,15112543717.0,14710912458.0,19096943017.0,22428297108.0,22136422643.0,30536429497.0,40953924949.0,36374353880.0,33760146991.0,33200520140.0,29476109153.0,31530566324.0,24180400959.0,26697659335.0,24308959591.0,25156707899.0,28904183602.0,31991821265.0,33887047909.0,30660051911.0,28610549763.0,25541379187.0,27884615385.0,30700897875.0,27251301398.0,35975860857.0,38270954138.0,34112093927.0,20481889764.0,26265625000.0,33122307692.0,47334691241.0,60094231607.0,68032978391.0,86710767415.0,60808562033.0,75380825062.0,48169263294.0,92540938129.0,75351107029.0,57372355592.0,48717501321.0,49912073701.0,67157452182.0,76686029772.0,69254496472.0,46854285441.0,35217995647.0,43246297922.0,44027664915.0,48487151215.0,Africa
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.4,194444444.4,183333333.3,197037037.0,251481481.5,284444444.4,340000000.0,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963.0,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000.0,987407407.4,1066666667.0,1135555556.0,1268319185.0,1336088815.0,1437731111.0,1401507889.0,1482385185.0,1568370370.0,1598207407.0,1660392593.0,1749185185.0,1807640741.0,1868544444.0,1998503704.0,2060955556.0,2095344444.0,1499274074.0,1867185185.0,2342714815.0,2430166667.0,2549062963.0,North America
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,79218932628.0,87692579907.0,92148671651.0,100158104358.0,111297635700.0,119597691837.0,131678790599.0,134312213004.0,144144177279.0,160995419131.0,175637927080.0,195901356043.0,220380603348.0,293150378387.0,379786194846.0,398144710056.0,436627884665.0,479581065122.0,574059347261.0,644166219533.0,783357461518.0,894809026625.0,823242879547.0,726364223327.0,764196791084.0,755578018484.0,765106455718.0,821070824144.0,900611858815.0,994556604300.0,1107441262339.0,1189414692506.0,1299088443758.0,1537131292682.0,1795767672640.0,1942345662515.0,2100954040907.0,2303665775072.0,2331974870873.0,2107674084251.0,2326960774300.0,2282616677666.0,2052785902059.0,2091901136741.0,2405470231955.0,2903225603460.0,3397326808458.0,3998763004207.0,4644093134667.0,4357538584711.0,5397900660486.0,6139415369064.0,6202552292365.0,6252550709058.0,6217846355596.0,5289615626447.0,5148746106827.0,5715057427671.0,5581100995041.0,5473432644127.0,4627348896644.0,5382862734266.0,6144995160895.0,6910660006085.0,7110323254687.0,South America
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,28083812111.0,29364630537.0,31794976805.0,36519313158.0,33150184767.0,37295152842.0,40642209234.0,41311581928.0,44098255412.0,48788461658.0,47218105707.0,49607713413.0,51305821255.0,62437242596.0,77769806980.0,93635062503.0,86257896218.0,94941848284.0,111733881980.0,122428376571.0,135711328908.0,138755507284.0,140164853789.0,138441291088.0,140661649667.0,153684956267.0,133832578080.0,142313431547.0,156208594276.0,167638883840.0,192676554736.0,208817559382.0,165222858381.0,171010929694.0,167739197113.0,172090832188.0,181564624035.0,189339949638.0,192210175844.0,197805141981.0,224563948593.0,216585977130.0,238996622514.0,270939350486.0,311791760904.0,370633296539.0,430714424840.0,517254081241.0,635557886674.0,628162084945.0,711250147782.0,810122964149.0,849599155573.0,924685867947.0,993379212417.0,946044369983.0,952622086763.0,1044504274790.0,1116339519832.0,1169366192254.0,1179778077659.0,1303898952961.0,1474237106701.0,1459966948608.0,1536272727813.0,Global
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,17168631141.0,18643486433.0,21687971434.0,22138606273.0,24678547942.0,27615304467.0,33022563725.0,41317575284.0,48858798820.0,51353443145.0,59469573577.0,69326192104.0,73361506554.0,82239917973.0,83576565930.0,83687327649.0,79883109897.0,78581550455.0,73755909046.0,77699611465.0,81699510513.0,88552567441.0,95849966757.0,120057505114.0,134410439131.0,92686061463.0,102326411884.0,97114664249.0,88805408700.0,84839243701.0,90885588132.0,93088605277.0,93786312226.0,116766456836.0,109982758250.0,122332129723.0,136842895163.0,159851128460.0,193441903013.0,224500542226.0,271818539739.0,324480751168.0,314283743126.0,354666141780.0,384118933678.0,351076378356.0,359280509584.0,378789607465.0,361782469709.0,317624904430.0,326806567421.0,341989728903.0,352056761149.0,339434568554.0,375494019861.0,434268149845.0,434043376410.0,469282282633.0,Global
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.84,104889795.3,124940289.3,165928881.6,193980464.9,246389101.9,272489300.5,303493119.5,436912067.8,503173104.4,534699362.9,511647750.1,522096760.3,524023624.9,502620991.9,529073612.5,779357802.5,1052848996.0,1161757671.0,1119983801.0,1421509216.0,1484160302.0,1631177029.0,1673085245.0,1948129623.0,2428525061.0,2504012993.0,2298389803.0,2479699106.0,2664105901.0,2483889858.0,2491800559.0,2688618747.0,3070803051.0,3454373798.0,3659319117.0,4000102086.0,4601429897.0,5081479840.0,4504375348.0,5082337238.0,5739706005.0,5456102482.0,6391708311.0,6657526980.0,6268515276.0,6237302034.0,6474308718.0,6692620692.0,6436467007.0,6405870210.0,7912602342.0,7426856243.0,8239379403.0,,Europe
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873950.0,1444327731.0,1434156379.0,1240672269.0,1309747899.0,1698319328.0,1751470588.0,1859465021.0,1801344538.0,1965546218.0,2296470588.0,2369308600.0,2553936348.0,2875625000.0,3574586466.0,3791298146.0,3591319857.0,4104509583.0,2733183857.0,3364611432.0,4024621900.0,4415844156.0,4768765017.0,5167913302.0,6043474843.0,5978460972.0,6405210564.0,6682167120.0,6978371581.0,6987267684.0,8032551173.0,9000362582.0,9703011636.0,10338679636.0,11717604209.0,13029697561.0,13897738375.0,15091913884.0,15760736956.0,15711933513.0,16595882819.0,15749753805.0,16536535647.0,18881765437.0,20662525941.0,24405791045.0,28267410543.0,32350238760.0,40713826215.0,42066224093.0,58636049434.0,67753285897.0,70447217164.0,76976203829.0,82531125191.0,85090301052.0,88000211172.0,94369350286.0,94450015983.0,88998706297.0,84335574582.0,88556698938.0,74143020263.0,83716142582.0,98963185510.0,Asia
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,85718645235.0,91375597712.0,92791537815.0,102654850185.0,115346299528.0,123581597701.0,112803578668.0,120384771269.0,127756036299.0,141434554931.0,153169378391.0,159556712409.0,170263867210.0,200259091709.0,247655819081.0,271278823692.0,286867975883.0,322288055456.0,363478849936.0,421417164523.0,513985968987.0,637967861998.0,633606953006.0,600666177720.0,576332075858.0,615045341857.0,617956032262.0,673706631511.0,695226297684.0,680922887879.0,740238512583.0,708795018512.0,740203715946.0,748820827088.0,842207417523.0,1000044233255.0,1139140506577.0,1195244281130.0,1220564670913.0,1125872529410.0,1188901754149.0,1200797924687.0,1268651516969.0,1440541629623.0,1658632867564.0,1911233818659.0,2239017341158.0,2739324307629.0,3030654277104.0,3161039130468.0,3803232283643.0,4244475908827.0,4486071662558.0,4743115979872.0,5122618957688.0,5110516313269.0,5319173245723.0,5770458203695.0,6022782110521.0,6527442965634.0,6297797215277.0,7124669005626.0,7588963714928.0,7684634708974.0,7941312381464.0,Global
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,266021244950.0,269458553802.0,273695782537.0,303550507363.0,340150418909.0,375605759540.0,389671309317.0,399982283509.0,424043720696.0,474510876552.0,517798557828.0,556845652684.0,625484658981.0,797478916025.0,1015201398787.0,1123004704928.0,1208279928793.0,1356510872563.0,1506201220791.0,1746166507113.0,2063168719321.0,2310481365170.0,2277766381214.0,2206821650116.0,2267460248865.0,2354530879715.0,2404562901474.0,2482143781544.0,2648573640088.0,2839487150072.0,3263494792022.0,3169382414487.0,3325666270038.0,3598961041744.0,4036347707441.0,4678566130116.0,5194254625956.0,5514476962092.0,5415602499519.0,5213581699463.0,5671239614657.0,5681863488447.0,5796572765879.0,6490136867598.0,7615565811853.0,8995715621845.0,10593347613573.0,13011853510453.0,15453988213684.0,15495760307664.0,18849216312614.0,22198034859579.0,23600257695748.0,25060996541842.0,26234553744932.0,25457289049148.0,25722739836843.0,28123682410171.0,29945950603041.0,30863484502773.0,29882663470188.0,35235417682028.0,36965295357848.0,38059330027173.0,39397098753614.0,Global
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579986.17,35699985.72,41859983.26,47039981.18,51939979.22,54879978.05,56699977.32,59261976.3,61445975.42,65967973.61,68739972.5,76480285.0,80913200.43,121188715.8,150851316.5,149558895.9,147660036.9,193315048.3,266570066.6,290134592.5,431542536.7,434188034.2,348741683.7,386699308.9,333163670.3,268629925.9,318858423.0,402768324.5,470395800.6,495409232.6,596410263.7,704325366.7,831029861.7,835582062.5,878250945.3,1001894000.0,946112492.8,998004258.7,928460893.1,912773681.1,887291687.9,825706961.2,775777238.6,1157825435.0,1511236656.0,1682343527.0,1800092564.0,1682131785.0,1766902709.0,1740894965.0,2234754242.0,2579409620.0,2477702216.0,2367112932.0,2441063054.0,2359686725.0,2114426452.0,2306741672.0,2556247292.0,2390702296.0,2053699864.0,2412130057.0,2354980960.0,2117962445.0,2271759455.0,Africa
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,183858546617.0,170881037955.0,174094667935.0,189931663020.0,208296557346.0,233446890704.0,259994255595.0,261259999430.0,265793115768.0,296283576151.0,336904804054.0,374774456804.0,431342028445.0,560342627217.0,673221564296.0,743236954063.0,801479229230.0,929935807412.0,967902612778.0,1152356948339.0,1321502317180.0,1385129661928.0,1397225179816.0,1293502574115.0,1350058406705.0,1459397301664.0,1551004683364.0,1637762989831.0,1787018955182.0,1905240160846.0,1971099528292.0,1982355141886.0,2021843649054.0,2104911596639.0,2444599209041.0,3029780056867.0,3341467252786.0,3499555307550.0,3374867404618.0,3122215745186.0,3427507985098.0,3545543381139.0,3760831882470.0,4286645021053.0,5151932849607.0,6211017343931.0,7496022909105.0,9445303058887.0,11750024639145.0,11368232780192.0,13679708028984.0,16665376541951.0,17836300107332.0,19233518032034.0,19998109576538.0,18797219107172.0,18841937712407.0,20889290142887.0,22907660419321.0,23366567397286.0,22869539211355.0,27284231194749.0,28550398557203.0,28934446547714.0,29979152245113.0,Global
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921210340.0,8430207164.0,10168271903.0,11289161847.0,11022095814.0,11550695727.0,12260761329.0,14282292665.0,18809197970.0,22743164431.0,26105207115.0,30116192747.0,39729151615.0,47831254208.0,37494380039.0,36638128534.0,43186501863.0,42709372067.0,46303660422.0,48306546657.0,41540954817.0,42970749245.0,47756764508.0,54261795149.0,55122066226.0,57412038533.0,67037321009.0,71033884500.0,79789877416.0,84869215513.0,Europe
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,709941874.0,710163719.4,747846862.2,797902154.2,910877686.3,929477284.8,976717015.5,983052314.9,1075561623.0,1245432991.0,1457768455.0,1518773421.0,1901697370.0,2609875802.0,3183637117.0,3123333333.0,3423586207.0,3789321328.0,4718539772.0,5516982664.0,6019805490.0,5053665797.0,4602316793.0,4524217751.0,4438435493.0,4577211767.0,6685595088.0,8320902215.0,9418167855.0,10037674038.0,12778792854.0,13834219728.0,15518702635.0,15925521222.0,17701798891.0,20853093870.0,20895314658.0,19563836265.0,20150053345.0,21899317599.0,21230182989.0,21387533703.0,23649833332.0,29667268248.0,35064843793.0,37672280120.0,42910146296.0,51587401416.0,58844277702.0,54467289898.0,56213985987.0,61696281326.0,59776383527.0,65203276467.0,68804811898.0,60071584216.0,62216885436.0,65712180343.0,71085623495.0,69872035114.0,73670782100.0,86386759695.0,80801680397.0,88788881539.0,93279851863.0,Europe
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608208785.0,5799465288.0,6349481007.0,6974112951.0,7324192890.0,7761252607.0,8190888740.0,9249030241.0,11244337720.0,13827070379.0,16306935905.0,20434922247.0,29420499248.0,34135200994.0,25691530442.0,23468324572.0,26575547901.0,27116149949.0,29152128168.0,30277203767.0,26344565877.0,27117105060.0,29391059767.0,33247935477.0,33099503951.0,33379927435.0,38183326785.0,38003198509.0,42779550937.0,43684254432.0,Europe
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142497719.0,1133013235.0,1304361353.0,1362072160.0,1532105070.0,1957724829.0,2288761823.0,2705665492.0,3246481233.0,3765249711.0,4914365189.0,5665606115.0,6311207780.0,7046147737.0,7176892950.0,7267570893.0,6796914862.0,6547169929.0,6773944355.0,6860272608.0,7371692774.0,8246479566.0,10643253553.0,12160056122.0,14874098692.0,18439981612.0,21027018333.0,21589540351.0,28244172834.0,36848881945.0,43193350976.0,51559125350.0,54930501310.0,44940613353.0,44964868324.0,50297028371.0,55076322634.0,55025172016.0,25280064168.0,30633941629.0,24929307447.0,45626467280.0,49467258923.0,Asia
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.5,,,772921958.5,,,,,652206037.1,,649206262.8,,,,North America
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154742.0,2025693540.0,2379611125.0,2657252578.0,2798345299.0,2948331090.0,2876401297.0,3046345314.0,3271422333.0,3651622669.0,3956336244.0,4356669034.0,5074117545.0,6242145880.0,7675466449.0,8984853005.0,9584297284.0,11049783872.0,13236946234.0,15911994817.0,21728516153.0,17788185479.0,17692276734.0,16251408128.0,14824667954.0,14991283216.0,19462085540.0,21765195948.0,25705296184.0,26314313191.0,30179954775.0,32285573574.0,33711069431.0,31655473664.0,35604137423.0,39030285468.0,43161571528.0,39147844526.0,46497608725.0,46266428648.0,43017455402.0,43831480208.0,47077192188.0,58029363354.0,66114145451.0,68852658069.0,75883823301.0,86947913287.0,101822906949.0,101154952241.0,100865329473.0,110080631332.0,106937392311.0,115739287305.0,119130841412.0,110413823842.0,111572947005.0,118540573368.0,127341147582.0,128920266409.0,121353645057.0,142022058447.0,131245312804.0,146036093667.0,160610994055.0,Africa
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293127333.2,327706210.4,402451900.8,523554039.2,563949254.1,711978961.9,735324244.7,811191392.2,1000555218.0,1209870147.0,1378175524.0,1205188648.0,1143216457.0,1092560365.0,1037329604.0,1082867507.0,1515234743.0,1839081463.0,2000704745.0,2010083833.0,2481307077.0,2480540845.0,2737049231.0,2574494356.0,2720332135.0,3130309995.0,3137886995.0,2840195190.0,2934593468.0,2907118641.0,2654462665.0,2673723034.0,2919647982.0,3597089751.0,4043551489.0,4204652899.0,4586826513.0,5875790766.0,6502942245.0,5474379252.0,5367561570.0,6088689808.0,5742749294.0,6555591710.0,7070017324.0,6264756528.0,6471290794.0,6430254653.0,7184333936.0,7383496254.0,6730736283.0,8623242743.0,8800430486.0,10003892565.0,11125783372.0,Europe
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592857043.0,3094565871.0,2319243436.0,2371813324.0,1702314268.0,1752999370.0,1695122174.0,1930081169.0,1698717505.0,1170782957.0,1288429392.0,1480673594.0,1661818168.0,1980907435.0,2598249556.0,2988342907.0,3408255451.0,4401173152.0,6054824248.0,5439434272.0,6974982370.0,8414352020.0,8709138635.0,9496717876.0,9402090138.0,7797667197.0,7980917076.0,9514404016.0,11252353421.0,11736797055.0,11530746234.0,13691869264.0,14525337524.0,16711906746.0,18200340854.0,Europe
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.8,699161944.6,739286907.6,759345863.7,802482183.7,833563473.0,900264584.6,956436932.1,1031669637.0,1056391056.0,1111859571.0,1199507631.0,1341590690.0,1653062335.0,1917508190.0,2283049215.0,2181844179.0,2358930406.0,2669755115.0,3463565854.0,5201818348.0,4759333998.0,4784977326.0,4686457031.0,3905938481.0,3802557895.0,4347989788.0,3212900556.0,3189456965.0,3175638333.0,3931334875.0,3254713056.0,3714966678.0,4063298919.0,3522227092.0,3838100904.0,4931861039.0,4262965420.0,4401967633.0,4277903780.0,4629247204.0,5438332602.0,5351701663.0,6372498890.0,5064732626.0,5859269753.0,6395712491.0,8524620890.0,10725137724.0,9616879409.0,9982711338.0,11551819618.0,11578975062.0,12423555455.0,12522957399.0,11323020701.0,11848613858.0,13176313594.0,13760033282.0,14104664679.0,13051441204.0,14354731964.0,15325603273.0,15869945478.0,17420501490.0,Africa
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19328038.32,21566404.02,25177137.53,30862041.6,39120171.25,24540877.6,22399467.11,20853788.71,24369109.14,38523364.49,42463576.16,44781456.95,47911340.18,57829787.23,109503546.1,127190758.0,141882254.2,141223029.4,168514513.4,189514434.2,215043969.8,244396761.9,284875809.0,322417837.2,356014932.1,398988955.0,450382328.0,508223602.4,540096397.6,589239753.6,624337145.3,870031676.8,897031250.0,1052121055.0,1226829563.0,1163362438.0,1575200391.0,1868383461.0,2271646188.0,2345294875.0,2588176055.0,2774350240.0,2886163997.0,3295009238.0,3697353039.0,4129505319.0,4409942624.0,4816426257.0,5404344163.0,5726094799.0,3712604583.0,5252457370.0,6177123352.0,6621008704.0,7061608267.0,Asia
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,29024394855.0,30987037285.0,30832534298.0,33981027252.0,37876511285.0,41652574542.0,44827741482.0,48702681114.0,55355053153.0,61449134769.0,69470512933.0,79185015019.0,93296927795.0,121486691404.0,220685922801.0,242549831550.0,301309936336.0,349601963147.0,371543137663.0,483140591969.0,621242313346.0,640118605673.0,641806002411.0,649495126897.0,656414744180.0,668194186439.0,676559260257.0,631785127853.0,631604979804.0,651160308645.0,836905738017.0,673738601159.0,711056428595.0,666711698358.0,703469153116.0,779385146780.0,863000127661.0,900773851360.0,882028072740.0,954730386631.0,1098757920691.0,1090545600291.0,1084279807641.0,1208917725723.0,1425161843635.0,1696919964189.0,1984658175210.0,2340843268765.0,2889953352466.0,2605610958503.0,3041621845299.0,3662713826838.0,3951058204949.0,3915741985695.0,3955125832587.0,3558416509934.0,3624240285092.0,3795353115733.0,4050508431279.0,4019889117584.0,3587451756047.0,4310652927209.0,5030925398736.0,4905729965245.0,5094721946852.0,Asia
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,88875923765.0,81912018784.0,102648570299.0,134531900899.0,205577055466.0,263797827860.0,184602611610.0,156167000433.0,184230754105.0,195241069482.0,134556034673.0,147542558209.0,181611150497.0,221403098267.0,261253675693.0,313139656146.0,363157832924.0,530160763663.0,553618247901.0,380157469867.0,432157945024.0,523449530464.0,557461102631.0,631249359702.0,742061329749.0,796064590549.0,810666116402.0,765549967703.0,819459227375.0,917571853529.0,1020265057882.0,1102355554972.0,1161553459715.0,943437415025.0,1105424238731.0,1229013703417.0,1255110424818.0,1327436290283.0,1364507717614.0,1213294467717.0,1112233497453.0,1190721475906.0,1256300182880.0,1304106203902.0,1121064767308.0,1316569466686.0,1466934724293.0,1798317581487.0,1856365616166.0,North America
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,8408486.0,9116810.0,9973652.0,11607366.0,15217532.0,16691301.0,18153647.0,20210069.0,22209370.0,25545346.0,26710653.0,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,109884700.0,112070100.0,113352100.0,114838500.0,122406100.0,131960000.0,131128500.0,132900000.0,138000000.0,143200000.0,150500000.0,146600000.0,151200000.0,161100000.0,172300000.0,180700000.0,186400000.0,186000000.0,183700000.0,201800000.0,213700000.0,220000000.0,232900000.0,241800000.0,261245544.4,258723510.7,263761322.0,290108490.0,Oceania
